"","ESP_CAT_0_10","ESP_CAT_0_10_CEC","ESP_CAT_0_10_Cs","ESP_CAT_0_10_CUP","ESP_CAT_0_10_ERC","ESP_CAT_0_10_JXCAT","ESP_CAT_0_10_PPC","ESP_CAT_0_10_PSC","ESP_CAT_0_10_VOX","IDEOL_0_10","IDEOL_0_10_CEC","IDEOL_0_10_Cs","IDEOL_0_10_CUP","IDEOL_0_10_ERC","IDEOL_0_10_JXCAT","IDEOL_0_10_PPC","IDEOL_0_10_PSC","IDEOL_0_10_VOX","RISCOS","SIMPATIA_CEC_0_10","SIMPATIA_CONTRARIS_FEMINISME_0_10","SIMPATIA_Cs_0_10","SIMPATIA_CUP_0_10","SIMPATIA_DRETES_0_10","SIMPATIA_ERC_0_10","SIMPATIA_ESQUERRES_0_10","SIMPATIA_FEMINISTES_0_10","SIMPATIA_INDEPENDENTISTES_0_10","SIMPATIA_JXCAT_0_10","SIMPATIA_PP_0_10","SIMPATIA_PSC_0_10","SIMPATIA_UNIONISTES_0_10","SIMPATIA_VOTANTS_CEC_0_10","SIMPATIA_VOTANTS_Cs_0_10","SIMPATIA_VOTANTS_CUP_0_10","SIMPATIA_VOTANTS_ERC_0_10","SIMPATIA_VOTANTS_JXCAT_0_10","SIMPATIA_VOTANTS_PP_0_10","SIMPATIA_VOTANTS_PSC_0_10","SIMPATIA_VOTANTS_VOX_0_10","SIMPATIA_VOX_0_10","VAL_C_PUIGDEMONT","VAL_GOV_CAT","VAL_GOV_ESP","VAL_I_ARRIMADAS","VAL_O_JUNQUERAS","Clusters"
"896",6,10,0,10,10,10,0,6,0,1,3,10,0,1,5,10,2,10,8,3,0,0,8,0,4,9,5,10,4,0,3,0,6,0,10,8,6,0,6,0,0,6,4,3,0,6,"3"
"897",8,5,0,10,9,9,0,5,0,0,1,8,0,4,6,9,5,10,7,6,1,0,7,1,8,9,9,9,5,1,4,1,7,1,7,7,6,1,5,0,0,7,5,5,0,6,"3"
"898",8,5,0,9,8,8,0,2,0,0,3,9,0,4,7,9,7,10,8,7,0,0,7,8,6,8,10,8,7,0,3,8,7,0,7,6,6,0,6,0,0,7,4,5,1,6,"3"
"899",6,5,2,9,6,6,0,2,0,3,3,8,3,5,7,9,5,10,6,7,0,0,7,5,6,10,10,8,3,2,4,3,7,3,8,10,5,4,5,4,0,4,4,4,1,8,"3"
"900",9,7,1,7,10,10,0,9,0,3,5,8,3,0,0,10,1,10,10,3,0,4,0,2,4,8,10,5,5,0,0,5,5,5,5,5,5,5,5,5,0,5,5,2,5,5,"2"
"901",1,8,1,8,8,8,0,6,2,2,2,5,2,2,2,3,4,8,6,0,8,7,0,5,0,6,6,0,0,4,4,8,1,6,2,2,1,5,6,6,4,2,0,0,6,6,"1"
"902",4,7,1,8,7,6,2,4,0,7,3,7,1,3,3,8,1,10,8,2,3,2,1,6,4,6,6,6,4,6,3,6,6,6,6,6,6,6,6,6,2,3,3,3,3,3,"2"
"903",5,5,2,10,9,9,0,4,0,5,3,8,6,3,8,9,4,10,3,3,0,0,3,1,5,7,9,5,3,0,6,2,5,2,4,5,4,1,6,0,0,3,3,4,0,5,"2"
"904",8,5,1,7,6,5,1,4,1,4,8,8,3,3,5,8,6,10,0,3,2,0,2,2,5,5,8,8,5,0,2,2,5,1,5,5,5,1,3,1,0,6,2,2,1,6,"3"
"905",5,6,0,8,8,8,0,4,0,2,2,7,1,3,6,7,4,10,6,6,1,1,6,1,5,8,9,6,3,1,4,0,6,1,6,6,1,1,4,0,0,3,6,5,1,5,"3"
"906",9,4,2,10,6,5,0,4,0,6,3,8,0,4,7,9,5,9,0,6,0,1,5,6,8,8,9,9,6,3,6,3,6,3,7,8,7,5,6,0,0,8,7,7,1,9,"3"
"907",3,5,0,9,8,8,0,0,0,3,2,8,1,2,5,8,5,10,7,7,0,0,6,2,7,9,10,5,6,2,7,5,9,1,8,8,5,3,9,0,0,4,5,6,0,7,"3"
"908",5,5,1,10,8,7,0,2,0,2,1,7,0,1,6,9,5,10,4,8,1,3,6,1,5,8,8,4,4,0,3,0,10,2,3,5,5,2,5,1,0,6,0,0,2,6,"3"
"909",8,6,0,10,10,10,0,5,0,3,2,10,2,3,7,10,4,10,6,7,0,0,6,3,7,10,10,10,6,2,5,5,7,2,8,10,7,2,7,2,0,7,5,4,0,9,"3"
"910",5,5,4,9,8,9,2,5,0,5,2,6,8,6,5,7,3,9,6,6,0,6,0,2,0,7,7,3,0,3,6,8,5,5,5,5,5,5,5,5,0,0,4,4,4,0,"2"
"911",10,2,0,6,4,6,0,0,0,4,5,10,4,5,4,10,7,10,6,4,0,0,4,0,3,8,10,8,6,0,4,5,5,5,5,5,6,5,6,0,0,6,5,3,0,3,"3"
"912",10,5,0,10,10,10,0,0,0,2,3,10,1,1,9,10,9,10,10,8,0,0,9,0,9,10,10,8,3,0,0,0,10,0,10,10,2,0,1,0,0,9,5,0,0,10,"3"
"913",7,7,0,9,2,2,0,3,0,3,1,10,1,3,8,10,2,10,10,6,0,0,6,2,9,8,10,8,5,1,7,0,8,1,8,9,6,5,8,0,0,7,7,7,0,8,"3"
"914",0,5,0,5,5,5,0,5,0,4,5,10,5,5,5,10,5,10,8,5,5,0,0,5,6,5,5,5,10,0,2,0,5,0,5,5,5,0,5,0,0,10,5,5,0,6,"3"
"915",4,6,1,10,8,8,1,5,0,2,3,9,0,1,2,8,3,10,2,5,2,3,2,5,3,7,7,5,3,3,6,5,5,4,4,5,4,4,7,2,0,1,3,3,3,2,"2"
"916",8,8,2,10,8,7,2,4,0,3,2,9,5,2,8,9,7,10,5,8,0,0,1,0,6,5,5,1,1,0,6,5,9,1,5,9,5,0,5,0,0,3,5,3,0,5,"3"
"917",9,5,3,10,9,7,1,4,0,3,3,7,2,3,5,8,5,9,5,7,2,0,2,6,6,7,8,9,3,0,4,4,9,2,5,8,9,1,5,0,0,5,4,4,2,6,"3"
"918",10,3,0,10,10,4,0,3,0,3,6,9,5,3,8,9,5,10,10,0,5,0,7,5,9,7,5,9,0,0,5,0,4,0,5,8,5,2,4,0,0,7,0,0,3,7,"3"
"919",5,8,5,10,5,6,5,5,5,3,1,5,1,4,5,5,4,5,10,0,5,2,0,5,4,10,3,0,4,2,3,5,3,4,2,4,5,3,4,2,2,3,3,3,3,4,"1"
"920",9,7,0,10,8,7,0,5,0,1,2,10,2,2,4,10,4,10,5,7,0,0,7,0,7,10,10,9,6,0,6,0,6,0,9,7,6,0,7,0,0,4,5,5,0,5,"3"
"921",6,6,4,7,7,7,0,6,1,5,4,6,2,4,6,8,5,10,6,5,6,5,5,4,7,6,6,6,5,5,7,5,5,4,5,7,6,4,7,3,3,5,6,6,4,7,"2"
"922",10,5,0,10,10,10,0,2,0,2,2,10,0,3,6,9,6,10,6,5,0,0,10,2,9,10,10,9,8,0,2,1,7,2,10,8,8,2,3,0,0,10,5,5,0,10,"3"
"923",4,4,6,5,8,8,4,3,0,7,6,8,2,2,3,3,5,9,0,5,0,1,4,5,4,5,8,5,5,5,4,10,3,4,4,5,5,5,5,1,1,5,4,4,6,7,"2"
"924",10,7,0,10,10,9,0,6,0,6,4,9,5,0,2,10,4,10,0,4,0,0,0,0,8,10,10,10,7,0,5,5,5,0,5,10,9,0,5,0,0,4,2,2,0,9,"3"
"925",9,4,0,10,9,10,0,1,0,2,5,9,0,0,0,10,8,10,5,4,4,0,4,1,7,9,4,9,7,0,0,3,6,0,5,9,9,0,5,0,0,8,5,3,0,9,"3"
"926",6,8,1,10,10,7,0,2,0,4,3,10,3,0,7,10,9,10,6,4,0,2,5,0,8,8,8,6,7,0,4,3,5,3,5,10,9,3,5,2,0,3,7,5,0,8,"3"
"927",5,9,4,10,8,9,2,6,0,5,3,6,0,4,7,7,5,10,3,3,0,3,0,3,5,5,4,2,0,4,7,3,6,5,2,6,3,5,6,0,0,5,5,2,5,5,"2"
"928",9,3,0,9,5,7,0,0,0,2,4,7,1,6,7,8,8,10,7,4,0,0,10,5,6,9,10,9,7,3,2,5,5,0,10,5,6,2,2,0,0,8,3,3,0,4,"3"
"929",7,4,0,10,9,9,0,4,0,6,3,10,0,4,4,8,4,10,4,5,0,0,3,6,5,6,8,8,5,1,3,5,4,0,5,6,6,2,5,0,0,6,3,3,1,7,"3"
"930",10,5,0,10,10,10,0,5,0,0,1,8,0,1,1,9,4,10,5,4,0,0,4,0,5,10,10,10,4,0,0,0,8,0,8,10,9,0,0,0,0,4,4,4,0,4,"3"
"931",7,5,0,9,7,8,2,2,0,3,3,10,3,5,6,9,4,10,0,6,0,0,4,7,7,8,9,10,7,0,4,3,7,0,7,8,8,3,6,0,0,9,5,5,0,8,"3"
"932",10,6,2,8,8,8,1,3,0,0,3,8,1,3,5,8,4,10,5,4,0,0,7,3,7,8,10,10,6,0,4,0,4,3,8,8,8,1,4,0,0,8,5,4,0,9,"3"
"933",5,6,0,10,10,7,0,5,0,4,2,7,1,2,7,8,7,9,5,0,3,0,0,7,5,7,7,7,3,0,5,7,7,3,2,7,7,2,7,0,0,4,3,5,2,7,"2"
"934",5,4,0,7,9,7,0,4,0,5,3,0,0,5,3,0,5,0,6,3,0,0,2,0,7,10,10,0,5,0,9,5,4,0,3,6,3,0,7,0,0,0,2,5,0,6,"2"
"935",5,8,1,10,9,6,1,2,0,8,5,9,1,1,3,9,5,10,7,5,2,2,4,2,5,4,7,5,7,2,5,2,6,3,6,5,5,4,5,2,0,5,5,7,3,5,"2"
"936",5,8,0,10,9,5,0,7,0,3,3,9,1,2,6,9,5,10,6,7,0,0,4,0,7,7,7,5,3,0,6,0,8,0,4,6,2,0,5,0,0,2,6,6,2,8,"3"
"937",10,7,0,10,8,7,0,3,0,3,5,10,2,2,5,10,6,10,2,4,2,0,6,1,6,7,4,7,4,0,0,0,5,0,6,7,6,0,4,0,0,10,6,6,0,10,"3"
"938",5,5,5,10,10,9,5,5,1,5,4,4,3,5,4,5,7,0,10,3,5,8,0,5,5,5,8,5,3,6,3,8,5,5,5,5,5,5,5,5,2,0,4,5,7,0,"1"
"939",5,10,5,10,10,10,4,10,3,7,0,5,0,0,10,6,3,9,10,0,5,9,0,7,0,5,3,5,0,8,0,10,0,10,0,4,5,7,3,7,4,0,0,0,5,0,"1"
"940",3,9,0,9,8,8,0,7,0,8,1,9,0,1,0,9,3,10,9,1,0,6,0,10,0,0,10,0,1,9,2,10,2,8,0,0,2,8,2,10,8,0,2,4,8,0,"1"
"941",10,4,0,10,5,10,0,0,0,4,5,8,0,3,3,10,6,10,5,0,0,0,3,0,3,5,10,10,10,0,0,0,3,0,6,5,10,0,3,0,0,10,5,1,0,3,"3"
"942",5,7,2,10,8,9,0,4,0,4,3,5,1,3,7,9,5,10,7,5,3,0,0,4,6,7,3,3,2,2,7,3,6,0,1,9,3,1,9,1,1,0,4,7,0,8,"2"
"943",10,5,8,5,9,5,5,5,0,6,5,8,3,8,7,4,5,0,5,0,5,8,0,6,7,7,7,8,0,0,0,7,0,8,0,8,7,5,5,0,0,5,5,5,8,6,"2"
"944",10,0,0,7,10,10,0,0,0,1,10,10,5,1,8,10,10,10,6,0,0,0,4,0,8,9,8,10,7,0,0,0,3,0,5,9,9,0,1,0,0,9,0,0,0,8,"3"
"945",2,7,3,7,7,6,0,4,0,3,2,7,3,3,3,8,5,10,4,0,0,0,0,6,0,6,6,5,4,0,5,7,3,3,4,4,4,5,6,3,0,4,4,4,4,5,"2"
"946",7,6,0,8,6,6,0,0,0,2,10,10,2,10,10,10,10,10,9,0,1,0,0,0,0,4,1,4,0,0,0,1,4,0,4,5,4,0,2,0,0,0,6,0,0,0,"3"
"947",2,5,5,10,5,6,3,3,0,6,4,5,2,4,7,7,6,10,9,5,0,5,0,6,5,7,10,2,2,7,7,10,4,5,0,5,0,7,7,0,0,0,4,5,4,6,"2"
"948",7,8,1,10,6,6,1,4,0,3,3,9,1,5,5,9,5,10,6,3,0,2,3,0,3,10,10,6,2,0,3,2,4,0,4,4,3,0,2,0,0,2,0,0,0,4,"3"
"949",5,6,2,10,8,9,0,3,0,5,1,7,2,3,4,7,5,10,6,1,0,0,1,0,2,6,3,3,2,1,6,6,3,2,1,3,3,0,5,0,0,2,5,6,1,3,"2"
"950",4,2,1,8,8,3,0,4,0,5,2,10,0,3,6,10,7,10,7,4,0,0,0,3,1,5,7,2,1,1,4,3,3,0,1,2,0,0,5,0,0,0,4,4,0,5,"2"
"951",10,3,0,10,7,5,0,1,0,3,3,10,0,4,4,10,8,10,10,2,0,0,2,0,0,10,10,10,0,0,0,5,6,0,10,10,10,0,4,0,0,9,3,2,0,6,"3"
"952",5,8,4,10,10,10,3,6,1,5,2,6,0,1,2,9,2,10,0,7,4,8,0,4,4,7,4,2,5,7,3,8,6,9,0,4,4,8,5,3,5,4,6,6,7,3,"1"
"953",5,7,3,10,9,7,3,3,0,5,3,7,0,2,8,8,7,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,3,3,0,3,"2"
"954",5,7,6,10,8,7,3,5,2,5,2,5,8,7,4,8,5,10,5,5,2,5,2,6,6,7,6,4,4,1,6,6,3,6,4,6,5,6,9,2,3,2,0,0,5,6,"2"
"955",6,8,1,10,9,10,0,6,0,4,4,9,1,3,1,10,6,10,7,9,0,0,2,0,9,9,8,4,0,0,6,3,8,1,1,8,1,1,7,0,0,0,5,5,0,8,"3"
"956",2,9,2,9,9,9,0,9,0,7,1,8,0,0,5,10,0,10,7,0,8,1,0,8,0,8,8,8,0,7,0,8,8,8,8,8,8,8,8,8,6,6,2,2,6,6,"1"
"957",7,5,1,9,7,6,0,2,0,1,5,9,3,5,8,9,5,10,8,5,0,1,6,0,5,7,10,6,3,0,3,2,5,1,6,5,3,1,5,0,0,3,4,3,2,5,"3"
"958",5,10,1,10,10,10,0,4,0,5,3,9,1,4,3,10,5,10,5,2,5,0,0,5,0,5,5,5,5,0,6,5,5,5,5,5,5,5,5,5,0,0,5,5,0,0,"2"
"959",8,7,1,10,9,8,2,5,0,3,5,8,1,3,5,10,7,10,9,7,5,0,8,5,8,5,5,5,5,2,4,5,5,5,5,5,5,5,5,0,0,6,7,6,0,7,"3"
"960",5,10,8,10,9,9,7,8,10,3,0,2,0,0,2,5,2,0,6,0,0,0,0,2,0,2,3,0,0,2,2,2,0,2,0,0,0,3,3,0,0,0,5,2,0,0,"1"
"961",8,6,1,10,9,7,1,6,0,3,2,7,1,2,6,9,3,10,5,7,0,0,5,0,9,8,8,9,6,0,6,4,5,1,6,9,6,3,6,0,0,6,6,6,0,8,"3"
"962",8,5,1,10,8,5,0,0,0,2,2,7,0,1,6,8,4,10,10,7,0,2,4,0,7,9,9,7,4,1,4,2,4,0,2,10,4,0,6,0,0,1,7,5,0,8,"3"
"963",5,8,5,10,9,8,1,3,0,6,5,7,3,5,8,8,4,10,7,4,0,3,2,4,4,7,9,3,3,0,5,2,3,3,2,4,3,3,6,1,0,1,5,6,3,5,"2"
"964",10,9,0,10,10,10,2,6,0,0,4,10,3,0,0,9,4,10,5,5,0,5,5,5,8,10,10,10,5,0,5,7,7,0,9,10,5,5,7,0,0,8,5,5,0,8,"3"
"965",4,7,5,7,10,10,0,9,0,4,4,9,7,5,4,10,0,10,8,2,2,0,0,2,5,7,9,9,2,0,5,9,2,2,2,2,2,2,2,2,0,1,5,7,7,7,"2"
"966",5,7,5,10,9,9,0,5,0,2,1,5,0,3,5,8,3,10,8,5,4,2,0,3,3,7,9,4,3,2,5,5,8,3,2,5,3,6,8,0,0,0,2,6,1,7,"2"
"967",7,6,1,10,7,8,3,6,0,3,2,8,4,3,5,8,4,10,5,8,0,1,7,0,5,8,9,6,5,0,4,6,7,3,7,5,5,3,6,0,0,5,5,5,1,6,"3"
"968",0,5,5,10,10,10,0,0,0,8,5,5,1,0,8,9,1,10,10,0,5,0,0,10,10,10,5,10,5,5,4,10,10,10,10,10,10,10,10,10,10,0,5,0,0,10,"2"
"969",10,5,2,6,5,5,1,3,0,4,4,8,5,5,6,9,5,10,0,0,5,0,0,5,4,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,8,5,4,0,8,"2"
"970",7,5,1,10,9,9,1,5,0,2,3,8,0,2,3,9,5,10,5,6,0,0,6,0,8,9,8,8,8,0,4,5,6,0,5,8,7,0,5,0,0,7,6,6,0,7,"3"
"971",10,9,0,9,9,9,0,6,0,4,2,10,2,3,4,10,5,10,3,4,8,0,5,8,5,8,8,8,5,0,3,8,10,10,10,10,10,10,10,10,0,5,4,3,0,5,"2"
"972",5,5,1,10,9,8,0,2,0,4,3,10,0,1,4,10,5,10,5,8,0,0,0,1,0,8,9,3,3,0,5,5,8,2,1,3,3,2,6,0,0,0,0,5,2,1,"2"
"973",10,3,0,10,9,5,0,0,0,2,5,10,0,1,5,10,8,10,0,0,0,0,0,0,10,10,5,10,10,0,0,0,5,0,2,10,7,0,0,0,0,10,5,0,0,10,"3"
"974",0,3,4,9,7,8,2,4,3,4,8,4,8,8,8,4,3,10,7,4,4,6,6,4,5,7,7,4,5,8,8,6,5,7,5,5,5,8,8,7,6,6,6,6,7,7,"2"
"975",3,8,3,10,10,9,1,6,0,7,9,7,10,9,9,7,5,10,7,0,5,6,0,5,3,5,5,5,1,5,6,6,5,6,1,5,1,5,6,5,3,0,2,6,6,5,"2"
"976",9,2,0,8,8,9,1,2,0,5,5,9,2,3,6,8,7,10,6,3,2,0,6,5,6,5,9,9,6,0,3,3,4,1,5,5,6,3,3,0,0,6,4,3,0,4,"3"
"977",0,8,4,10,10,8,3,3,10,7,2,1,0,10,6,8,2,10,6,0,2,3,0,4,0,6,4,0,0,2,9,4,5,4,0,1,4,0,4,0,0,4,0,3,6,3,"1"
"978",0,0,0,10,10,10,0,0,0,6,6,6,6,6,6,6,6,6,5,0,5,0,0,5,0,5,7,0,0,0,0,10,5,5,5,5,5,5,5,5,0,0,0,0,8,0,"1"
"979",4,6,1,10,10,10,0,5,0,3,0,6,0,1,7,10,0,10,8,7,1,4,0,6,5,6,6,6,3,4,6,6,6,1,0,5,0,2,6,0,0,2,5,2,4,5,"2"
"980",5,3,1,10,10,10,0,5,0,6,1,6,0,4,4,6,5,9,7,0,0,2,0,5,2,5,5,2,2,2,2,5,1,1,0,1,2,1,3,0,0,0,1,1,0,1,"1"
"981",5,7,1,10,10,9,0,4,0,5,4,5,1,3,7,8,5,10,4,6,1,5,3,6,5,7,8,2,3,4,9,5,6,5,0,4,1,5,7,0,0,0,6,6,7,3,"2"
"982",3,4,2,8,8,10,8,3,0,6,0,8,2,2,7,9,4,10,7,3,0,2,0,6,0,7,8,3,0,7,6,9,0,3,0,0,0,6,8,4,4,0,5,3,5,0,"1"
"983",4,5,2,10,9,10,0,7,0,3,0,10,8,3,8,9,2,10,8,5,0,5,5,0,5,10,10,2,5,5,5,8,4,2,2,0,2,3,8,0,0,0,2,2,2,3,"2"
"984",2,9,2,10,2,9,4,6,2,8,1,5,1,2,1,9,3,8,8,0,0,0,0,5,0,0,10,0,0,0,0,10,5,5,5,5,5,5,5,10,10,0,0,0,1,0,"1"
"985",3,5,1,9,8,7,1,3,0,2,3,7,3,3,7,7,4,8,7,7,0,1,3,0,4,7,7,3,0,0,4,6,6,1,4,3,2,2,3,1,0,3,4,4,0,4,"2"
"986",0,0,7,8,10,7,8,0,0,4,8,10,10,9,8,10,3,10,5,7,5,0,0,4,5,5,5,5,2,3,7,5,4,0,0,3,4,2,7,0,0,0,5,5,0,0,"2"
"987",8,6,0,10,7,7,0,3,0,2,5,8,0,3,3,9,4,10,7,4,5,2,5,2,7,5,5,5,7,0,7,4,5,5,5,5,5,5,5,2,0,6,5,5,0,6,"2"
"988",6,0,0,0,0,0,0,0,0,5,5,5,5,6,4,5,4,5,0,0,5,0,0,5,0,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,0,3,0,0,0,"2"
"989",5,7,2,10,8,6,1,5,0,4,1,9,0,3,8,8,3,10,7,7,0,0,0,1,3,7,10,4,0,0,7,5,5,0,0,2,0,0,8,0,0,3,6,6,1,4,"2"
"990",6,7,1,10,8,10,0,5,0,5,5,4,1,4,6,10,1,10,4,4,3,0,0,3,7,3,3,5,4,0,5,0,5,7,2,7,8,0,6,0,0,0,5,4,0,9,"2"
"991",0,3,6,10,10,9,3,4,0,4,3,5,10,9,9,6,3,10,7,0,0,3,0,3,0,4,4,0,0,1,4,5,2,2,0,0,0,4,5,1,0,0,2,0,3,0,"1"
"992",9,0,0,8,8,8,0,0,0,3,2,10,2,2,5,10,7,10,9,0,6,0,6,0,10,10,3,10,6,0,0,8,6,0,8,10,8,0,0,0,0,3,5,0,4,7,"3"
"993",5,6,1,9,9,9,1,5,0,3,3,9,2,4,7,9,5,10,5,7,0,3,4,0,5,9,5,4,4,0,5,5,8,4,5,5,5,3,5,0,0,0,5,5,0,2,"2"
"994",0,10,3,10,10,10,0,5,0,5,3,3,0,3,3,4,3,4,5,5,3,5,1,5,2,5,5,0,5,5,4,10,0,3,0,0,3,3,3,3,5,0,1,1,2,2,"1"
"995",7,5,0,6,7,6,0,4,0,4,5,10,5,4,5,10,5,10,5,4,4,0,5,8,6,8,6,7,5,0,5,0,5,5,5,7,5,3,5,0,0,10,7,7,0,10,"3"
"996",10,3,0,9,6,6,0,3,0,2,4,9,1,4,6,9,4,10,7,3,0,0,7,2,5,7,7,7,4,0,1,0,3,0,7,5,6,1,3,0,0,7,3,2,0,5,"3"
"997",1,10,4,7,10,10,4,9,4,9,0,6,6,0,0,6,0,6,8,0,7,1,0,9,0,7,7,7,0,1,0,9,7,8,2,2,2,7,9,9,9,0,0,0,2,0,"1"
"998",4,5,0,10,10,10,0,5,0,3,3,7,3,3,7,8,4,9,7,8,0,3,3,2,7,10,10,2,3,3,8,2,7,0,2,7,2,2,8,0,0,2,3,7,2,2,"2"
"999",5,7,1,10,9,9,1,5,0,3,2,9,0,2,7,9,4,10,6,5,2,2,4,5,4,7,5,5,2,2,6,3,5,5,5,5,5,5,6,5,2,0,2,3,0,1,"2"
"1000",8,5,1,8,10,8,2,5,0,4,5,8,3,3,5,8,5,10,7,5,0,0,8,4,5,6,8,8,5,0,4,2,6,0,6,6,6,0,6,0,0,8,3,2,0,8,"3"
"1001",3,4,1,10,9,7,0,4,0,5,1,5,1,3,5,6,4,8,7,3,3,5,3,3,6,4,3,1,1,4,7,5,3,5,3,2,2,4,7,5,5,0,4,4,5,0,"1"
"1002",7,7,1,10,9,6,2,5,0,1,3,9,0,2,4,9,6,10,7,8,2,0,8,3,7,9,9,7,7,0,3,5,8,3,8,8,8,4,6,0,0,6,4,3,1,6,"3"
"1003",5,9,3,10,10,10,0,5,0,3,5,7,0,0,0,7,2,10,7,2,0,2,0,1,4,9,9,6,5,0,7,1,3,3,0,3,5,0,9,0,0,1,5,5,3,8,"2"
"1004",8,2,0,9,8,9,1,1,0,4,3,9,2,4,6,8,6,9,4,5,5,0,5,3,6,8,7,8,7,1,3,2,6,1,8,8,8,2,6,1,0,8,0,0,0,7,"3"
"1005",4,7,0,10,9,9,0,4,0,4,3,8,0,3,8,8,6,10,8,8,0,1,0,0,6,8,8,0,0,0,8,7,8,0,0,6,0,0,9,0,0,0,4,5,3,3,"2"
"1006",5,10,10,5,10,10,10,10,10,5,6,6,6,10,2,10,1,10,0,0,0,0,0,10,0,10,5,0,0,0,0,10,5,5,5,5,5,5,5,0,0,0,0,0,10,0,"1"
"1007",7,5,0,10,10,10,0,2,0,2,4,8,2,4,6,7,5,10,10,5,0,0,5,0,6,10,10,7,5,0,4,2,6,0,6,8,6,0,6,0,0,5,6,6,0,6,"3"
"1008",5,8,5,9,8,9,2,6,1,5,1,5,0,4,6,8,4,9,7,3,4,8,2,5,4,5,6,4,3,4,5,6,2,7,2,4,4,5,5,2,3,3,4,4,6,5,"1"
"1009",5,5,1,6,8,6,1,6,0,4,3,10,3,1,3,10,1,10,7,5,4,0,4,4,3,5,5,5,3,0,4,5,5,5,5,5,5,5,5,5,0,3,4,4,3,3,"2"
"1010",6,5,7,7,8,8,0,7,0,2,7,3,6,5,4,10,3,10,10,0,0,2,1,1,3,2,3,3,2,0,2,3,5,5,5,5,5,5,5,5,0,5,2,2,5,5,"2"
"1011",9,5,0,5,5,4,0,2,0,2,5,10,5,5,7,10,8,10,8,4,5,0,4,4,4,6,5,5,2,0,4,0,5,0,5,5,5,0,4,0,0,0,0,0,0,0,"3"
"1012",9,6,1,9,9,9,1,5,0,5,1,10,1,2,2,10,4,10,5,7,0,0,5,3,8,8,8,7,8,1,6,7,7,0,6,7,7,1,7,0,0,7,5,7,1,8,"3"
"1013",5,4,0,8,5,3,0,8,0,5,1,10,0,5,8,9,6,10,8,3,0,0,0,0,4,5,10,2,1,0,6,0,5,0,1,5,1,0,5,0,0,2,0,7,0,5,"2"
"1014",5,5,0,10,10,7,0,0,0,0,1,9,2,6,10,10,10,10,0,7,0,0,0,0,0,10,3,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,"3"
"1015",9,4,0,9,9,9,0,2,0,3,3,9,2,3,7,10,5,10,6,7,0,2,9,5,9,8,8,10,7,1,3,0,6,0,7,7,6,0,3,0,0,6,5,4,0,6,"3"
"1016",6,5,4,5,10,10,0,3,0,2,6,6,5,0,0,10,7,10,8,5,3,4,2,2,5,6,7,5,6,0,0,5,5,5,5,6,6,3,4,3,2,5,6,6,2,5,"2"
"1017",3,6,2,9,9,8,2,6,1,5,2,5,1,3,6,7,4,9,3,2,6,5,4,4,3,7,4,6,3,4,4,5,4,7,4,4,3,5,5,4,3,3,4,3,8,3,"1"
"1018",8,4,3,8,7,2,1,6,0,4,1,10,4,4,8,9,5,10,8,9,1,0,8,3,8,8,7,9,4,2,7,1,9,1,8,8,4,1,6,0,1,9,7,6,1,8,"3"
"1019",10,9,0,10,8,10,0,2,0,5,1,10,1,1,5,10,8,10,5,8,0,0,6,2,4,10,10,10,10,0,0,0,8,0,8,8,10,0,3,0,0,5,4,3,0,4,"3"
"1020",10,9,0,10,10,10,0,2,0,1,3,8,1,3,5,9,6,10,7,5,0,0,7,0,5,10,10,10,4,0,2,0,9,0,9,9,8,0,0,0,0,6,4,2,0,6,"3"
"1021",5,0,0,10,10,10,0,0,0,5,0,10,0,0,0,10,0,10,10,0,0,0,0,5,2,5,10,5,2,2,0,5,0,0,0,0,2,0,0,2,2,0,5,3,0,0,"1"
"1022",9,6,0,8,4,4,0,3,0,4,4,10,2,5,4,10,5,10,7,3,0,0,2,5,0,7,5,9,4,0,3,5,5,5,5,5,5,1,5,0,0,4,0,0,0,6,"3"
"1023",0,10,7,10,8,8,2,4,2,8,1,3,0,2,3,8,6,8,5,0,5,2,0,6,2,0,1,0,2,6,5,10,0,2,0,3,3,8,6,8,10,3,0,4,2,2,"1"
"1024",8,5,1,8,9,8,1,2,0,1,2,8,1,3,7,9,5,10,7,7,0,0,9,2,6,9,10,7,5,0,4,3,7,1,9,6,4,1,3,0,0,6,4,3,1,6,"3"
"1025",5,9,3,10,10,10,2,5,0,7,3,7,3,4,4,7,5,8,7,2,5,7,4,6,2,6,5,2,4,7,5,7,3,6,2,3,3,7,6,4,4,0,6,6,6,0,"1"
"1026",10,7,1,9,10,9,0,4,0,3,5,9,2,3,5,9,6,10,6,4,5,0,4,5,9,5,5,5,5,0,3,5,5,5,5,7,5,5,5,5,0,6,5,3,0,8,"3"
"1027",6,6,2,7,7,5,2,5,1,4,2,8,3,3,8,8,6,9,6,1,3,1,1,3,1,6,4,4,1,1,1,5,5,5,5,5,5,5,5,5,1,7,1,1,5,9,"2"
"1028",7,5,0,10,8,7,0,3,0,3,3,10,1,3,6,10,5,10,7,8,0,0,9,1,8,7,9,9,6,0,4,5,8,0,8,7,6,1,5,0,0,6,6,5,0,9,"3"
