"PERSONES_LLAR","PROVINCIA","HABITAT","COMARCA","CIUTADANIA","SEXE","EDAT","LLOC_NAIX","SIT_ECO_PERSONAL","INF_POL_DIARI_FREQ","INF_POL_TV_FREQ","INF_POL_RADIO_FREQ","INF_POL_XARXES_FREQ","INF_POL_CONEGUTS_FREQ","INF_POL_TV_CANAL","INF_POL_RADIO_EMISORA","INF_POL_PREMSA_DIARI","INF_POL_OBJ_CAP_OPOSICIO","INF_POL_OBJ_GOVERN_CAT","INF_POL_OBJ_RANG_ESCOLARITZACIO","INF_POL_OBJ_INI_ESCOLARITZACIO","INF_POL_OBJ_FI_ESCOLARITZACIO","COLLECTIU_DISCRIMINAT","LLOC_NAIX_PARE","LLOC_NAIX_MARE","GRUP_ETNIC","RELIGIO","SIT_LAB","ESTUDIS_1_15","GENERE","ORIENTACIO_SEXUAL","ESTAT_CIVIL","LLENGUA_PRIMERA","LLENGUA_IDENTIFICACIO","BENESTAR_COTXE_PROPI","BENESTAR_VACANCES","BENESTAR_SUPORT_LLAR","BENESTAR_PROPIETATS","BENESTAR_FACTURES","TIPUS_LLAR","INGRESSOS_1_15","DISCAPACITAT","Clusters"
4,"Barcelona","2.001-10.000 habitants","Osona","Sí, tinc la ciutadania (espanyola)","Femení",43,"Catalunya","Igual","1-2 dies per setmana","1-2 dies per setmana","Mai","5-6 dies per setmana","Mai","TV3","Altres emissores estatals","Altres diaris autonòmics","No ho sap","No ho sap","Aproximat","3","16","No","Altres comunitats autònomes","Catalunya","Blanc/a","Cap: Ateisme","Treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Dona","Heterosexual","Solter/a","Castellà","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella amb fills/es","Més de 6.000 €","No","3"
2,"Barcelona","2.001-10.000 habitants","Osona","Sí, tinc la ciutadania (espanyola)","Femení",68,"Catalunya","Igual","Tots els dies","Amb menys freqüència","3-4 dies per setmana","1-2 dies per setmana","Amb menys freqüència","TV3","Catalunya Ràdio","La Vanguardia (català)","No ho sap","No ho sap","Incorrecte","0","14","Sí","Catalunya","Catalunya","Blanc/a","Cap: Agnosticisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Dona","Heterosexual","Casat/ada","Castellà","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella sense fills/es","De 4.001 a 4.500 €","No","3"
4,"Barcelona","2.001-10.000 habitants","Osona","Sí, tinc la ciutadania (espanyola)","Femení",21,"Catalunya","Pitjor","Amb menys freqüència","3-4 dies per setmana","Amb menys freqüència","3-4 dies per setmana","1-2 dies per setmana","Canal 3/24","Altres emissores estatals","La Vanguardia (català)","No ho sap","No ho sap","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","Sí","No","Parella amb fills/es","No ho sap","No","3"
3,"Girona","2.001-10.000 habitants","Garrotxa","Sí, tinc la ciutadania (espanyola)","Femení",62,"Catalunya","Igual","1-2 dies per setmana","1-2 dies per setmana","Tots els dies","Mai","3-4 dies per setmana","TV3","Catalunya Ràdio","Ara","No ho sap","Aproximat","Incorrecte","6","15","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","No","No","No","No","Parella amb fills/es","No ho sap","No","3"
1,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",73,"Catalunya","Igual","1-2 dies per setmana","Tots els dies","Tots els dies","Mai","1-2 dies per setmana","TV3","Rac 1","La Vanguardia (català)","Correcte","Correcte","Aproximat","3","16","Sí","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Dona","Heterosexual","Divorciat/ada","Català (valencià / balear)","Català (valencià / balear)","No","Sí","No","No","No","Jo sol/a","De 1.201 a 1.800 €","No","3"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",27,"Catalunya","Igual","Amb menys freqüència","5-6 dies per setmana","Mai","3-4 dies per setmana","3-4 dies per setmana","TV3","No escolta la ràdio / No té ràdio","Ara","No ho sap","Incorrecte","Aproximat","4","16","No","Catalunya","Catalunya","Llatí/ina","Cap: Ateisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","No","Sí","No","No","No","Parella sense fills/es","De 1.201 a 1.800 €","No","3"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",68,"Altres comunitats autònomes","Pitjor","Tots els dies","Tots els dies","Mai","3-4 dies per setmana","3-4 dies per setmana","TV3","No escolta els informatius","El Periódico (català)","Aproximat","Incorrecte","Aproximat","4","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Ateisme","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Vidu/a","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","No","No","Dues persones o més que no són parella","De 2.401 a 3.000 €","Sí","3"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Masculí",81,"Altres comunitats autònomes","Pitjor","Tots els dies","Tots els dies","Mai","Mai","Mai","La 1","No escolta la ràdio / No té ràdio","No llegeix diaris","Aproximat","Correcte","Incorrecte","12","30","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Home","No ho sap","Casat/ada","Castellà","Castellà","No","Sí","No","No","No","Parella sense fills/es","De 1001 a 1200 €","No","1"
4,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",22,"Catalunya","Millor","Mai","3-4 dies per setmana","3-4 dies per setmana","Mai","1-2 dies per setmana","Telecinco","No escolta la ràdio / No té ràdio","No compra diaris","No ho sap","No ho sap","Aproximat","3","16","Sí","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Solter/a","Totes dues igual: català (valencià / balear) i castellà","Castellà","No","Sí","No","No","No","Altres","No ho sap","No","3"
2,"Barcelona",">1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania (espanyola)","Femení",65,"Altres comunitats autònomes","Igual","Tots els dies","1-2 dies per setmana","Tots els dies","Amb menys freqüència","3-4 dies per setmana","La 2","RNE","La Vanguardia (català)","No ho sap","Correcte","Incorrecte","3","20","No","Altres comunitats autònomes","Altres comunitats autònomes","Altres","Catolicisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Dona","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","Sí","No","Parella sense fills/es","De 3.001 a 4.000 €","No","1"
4,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Femení",65,"Catalunya","Pitjor","Mai","1-2 dies per setmana","Tots els dies","Mai","Amb menys freqüència","TV3","Catalunya Ràdio","No llegeix diaris","No ho sap","Incorrecte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Dona","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella amb fills/es i altres familiars","De 3.001 a 4.000 €","Sí","3"
3,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Masculí",67,"Catalunya","Igual","Tots els dies","Tots els dies","Tots els dies","Tots els dies","1-2 dies per setmana","TV3","Rac 1","El Punt Avui","Correcte","Aproximat","Incorrecte","4","18","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","No","No","Parella amb fills/es","De 1.801 a 2.000 €","Sí","3"
2,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Masculí",77,"Catalunya","Igual","1-2 dies per setmana","Tots els dies","1-2 dies per setmana","Mai","Amb menys freqüència","TV3","Catalunya Ràdio","El Punt Avui","No ho sap","Incorrecte","Aproximat","4","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella sense fills/es","De 1.801 a 2.000 €","Sí","3"
1,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Femení",79,"Altres comunitats autònomes","Igual","Tots els dies","Tots els dies","Tots els dies","Mai","1-2 dies per setmana","TV3","Catalunya Ràdio","Ara","Correcte","Incorrecte","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Diplomatura (Només diplomatures oficials, no codificar aquí els tres primers anys d’una llicenciatura o grau de més)","Dona","Heterosexual","Vidu/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","Sí","No","Jo sol/a","De 2.001 a 2.400 €","No","3"
3,"Lleida","<2.000 habitants","Val d'Aran","Sí, tinc la ciutadania (espanyola)","Masculí",60,"Catalunya","Igual","Tots els dies","Tots els dies","Tots els dies","Mai","3-4 dies per setmana","La 1","Catalunya Informació","El País","Aproximat","Correcte","Correcte","6","16","No","Catalunya","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Aranès","Català (valencià / balear)","Sí","Sí","No","No","No","Parella amb fills/es","De 3.001 a 4.000 €","No","3"
4,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Femení",24,"Catalunya","Pitjor","Mai","Amb menys freqüència","Amb menys freqüència","3-4 dies per setmana","1-2 dies per setmana","TV3","Catalunya Ràdio","20 Minutos","No ho sap","No ho sap","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Cap: Ateisme","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Bisexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","No","No","No","No","Parella amb fills/es","De 2.401 a 3.000 €","No","3"
5,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Masculí",67,"Catalunya","Igual","Mai","Tots els dies","Mai","Mai","Amb menys freqüència","TV3","No escolta els informatius","Altres diaris comarcals/locals","No ho sap","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","No","No","Parella amb fills/es i altres familiars","De 2.001 a 2.400 €","No","3"
3,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Femení",68,"Catalunya","Pitjor","Mai","1-2 dies per setmana","Mai","Mai","Mai","TV3","Catalunya Ràdio","El Punt Avui","Incorrecte","Aproximat","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Dona","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","No","No","Parella amb fills/es","De 1.201 a 1.800 €","No","3"
1,"Girona","<2.000 habitants","Ripollès","Sí, tinc la ciutadania (espanyola)","Masculí",75,"Catalunya","Pitjor","Tots els dies","Tots els dies","Tots els dies","Mai","Tots els dies","Altres canals locals","Altres emissores locals","La Vanguardia (català)","Correcte","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Vidu/a","Català (valencià / balear)","Català (valencià / balear)","Sí","No","Sí","No","No","Jo sol/a","De 2.401 a 3.000 €","No","2"
2,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Masculí",77,"Catalunya","Igual","Mai","Tots els dies","Tots els dies","Tots els dies","Amb menys freqüència","TV3","Catalunya Ràdio","No llegeix diaris","Correcte","Correcte","No ho sap","No ho sap","No ho sap","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Ateisme","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Casat/ada","Totes dues igual: català (valencià / balear) i castellà","Català (valencià / balear)","Sí","Sí","No","Sí","No","Parella sense fills/es","No contesta","No","3"
3,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Masculí",57,"Altres comunitats autònomes","Igual","Tots els dies","Tots els dies","Tots els dies","Tots els dies","Mai","Antena 3","SER","El Periódico (castellà)","No ho sap","Aproximat","Incorrecte","3","18","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","Sí","No","Parella amb fills/es","De 4.501 a 5.000 €","No","1"
3,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Femení",63,"Altres comunitats autònomes","Pitjor","Mai","1-2 dies per setmana","Mai","Tots els dies","1-2 dies per setmana","La 1","No escolta la ràdio / No té ràdio","No llegeix diaris","No ho sap","Incorrecte","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Dona","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","No","No","Parella amb fills/es","De 2.401 a 3.000 €","No","1"
4,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Femení",21,"Altres comunitats autònomes","Igual","Mai","Mai","Amb menys freqüència","Mai","Amb menys freqüència","Telecinco","Catalunya Ràdio","No llegeix diaris","No ho sap","No ho sap","Correcte","6","16","No","Catalunya","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Solter/a","Català (valencià / balear)","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","Sí","No","Parella amb fills/es","De 4.501 a 5.000 €","No","2"
3,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Masculí",26,"Catalunya","Igual","3-4 dies per setmana","Mai","5-6 dies per setmana","Tots els dies","Tots els dies","TV3","Rac 1","El Punt Avui","Correcte","Incorrecte","Correcte","6","16","Sí","Catalunya","Catalunya","Blanc/a","Cap: Ateisme","Treballa","Grau (Estudis de grau, ensenyaments artístics equivalents (Des de 2006))","Home","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","Sí","No","Parella amb fills/es","De 2.401 a 3.000 €","No","3"
2,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Masculí",43,"Catalunya","Igual","Tots els dies","Tots els dies","Tots els dies","Mai","3-4 dies per setmana","Altres canals estrangers","Rac 1","20 Minutos","Correcte","Correcte","Correcte","6","16","Sí","Catalunya","Catalunya","No ho sap","Cap: Ateisme","Treballa","Màster oficial universitari (Especialitats mèdiques o equivalent)","Home","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella sense fills/es","De 3.001 a 4.000 €","No","3"
2,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Masculí",29,"Altres comunitats autònomes","Igual","5-6 dies per setmana","Amb menys freqüència","5-6 dies per setmana","Tots els dies","1-2 dies per setmana","La Sexta","SER","Eldiario.es","No ho sap","Correcte","Correcte","6","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Agnosticisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","Sí","No","No","Parella sense fills/es","De 4.501 a 5.000 €","No","3"
3,"Barcelona","2.001-10.000 habitants","Baix Llobregat","Sí, tinc la ciutadania (espanyola)","Femení",79,"Altres comunitats autònomes","Igual","Mai","3-4 dies per setmana","3-4 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","TV3","No escolta la ràdio / No té ràdio","El Periódico (català)","Incorrecte","Aproximat","Incorrecte","5","14","No","Altres comunitats autònomes","Altres comunitats autònomes","No ho sap","Catolicisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Dona","Heterosexual","Casat/ada","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","Sí","No","No","Parella amb fills/es","No contesta","No","2"
3,"Tarragona","10.001-50.000 habitants","Tarragonès","Sí, tinc la ciutadania (espanyola)","Femení",51,"Catalunya","Igual","Mai","Tots els dies","Mai","1-2 dies per setmana","Amb menys freqüència","Telecinco","No escolta la ràdio / No té ràdio","No compra diaris","No ho sap","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Diplomatura (Només diplomatures oficials, no codificar aquí els tres primers anys d’una llicenciatura o grau de més)","Dona","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","No","No","No","Sí","Parella amb fills/es","De 2.001 a 2.400 €","No","3"
